RA,IAA,IEG,IPS,math,portuguese,lag,IAA__minus_1,IEG__minus_1,IPS__minus_1,math__minus_1,portuguese__minus_1,lag__minus_1,IAA__minus_2,IEG__minus_2,IPS__minus_2,math__minus_2,portuguese__minus_2,lag__minus_2,years
RA-845,"10,0","8,8","7,5","9,1","8,3",0,,,,,,,,,,,,,1
RA-846,"9,5","8,2","3,77","6,3","5,7",0,"9,0","7,2","7,5","7,7","4,0",0.0,,,,,,,2
RA-847,"9,0","4,5","5,0","0,0","2,0",-1,"7,9","9,1","2,52","7,5","7,6",-2.0,"7,9","8,2","4,4","7,8","7,6",-1.0,3
RA-848,"9,5","7,0","7,5","9,8","8,1",-1,,,,,,,,,,,,,1
RA-849,"8,5","8,3","7,5","9,8","8,3",-1,,,,,,,,,,,,,1
RA-850,"10,0","9,3","6,3","6,0","9,5",-1,"0,0","7,9","6,26","6,8","7,7",-1.0,"10,0","7,3","7,5","8,1","8,8",0.0,3
RA-851,"9,0","7,3","5,6","5,0","7,0",-1,"8,4","7,5","2,52","6,8","6,3",-1.0,"9,0","7,9","7,5","7,9","8,7",0.0,3
RA-852,"9,0","6,8","5,0","2,5","1,8",0,,,,,,,,,,,,,1
RA-853,"8,5","9,6","6,3","6,5","6,0",0,"10,0","9,5","3,77","7,2","7,5",-1.0,"10,0","9,6","7,5","8,8","8,2",0.0,3
RA-854,"9,5","10,0","6,3","7,0","7,0",0,"0,0","9,5","3,77","7,5","4,5",0.0,"8,0","9,0","7,5","9,5","9,0",0.0,3
RA-855,"9,0","10,0","7,5","9,0","8,0",0,"9,5","10,0","7,52","5,2","8,3",0.0,"10,0","9,6","7,5","9,7","9,6",-1.0,3
RA-856,"0,0","9,6","7,52","7,5","7,0",0,"10,0","9,1","7,5","8,5","8,2",0.0,,,,,,,2
RA-857,"8,5","9,0","7,52","8,7","8,2",-1,"8,5","8,9","7,5","9,6","9,3",-1.0,,,,,,,2
RA-858,"9,0","6,8","2,5","10,0","6,5",-1,"0,0","8,1","3,77","9,3","9,2",0.0,"10,0","7,1","5,6","8,4","6,9",0.0,3
RA-859,"8,0","9,3","7,5","8,0","8,0",0,"8,0","9,2","7,52","6,8","7,8",0.0,"8,5","8,7","7,5","9,4","8,4",0.0,3
RA-860,"9,0","9,8","7,5","8,0","9,0",0,"7,0","9,8","6,89","7,2","7,5",0.0,"9,5","8,5","7,5","8,9","7,2",0.0,3
RA-861,"9,5","10,0","7,5","10,0","10,0",-1,"9,5","10,0","8,13","9,8","9,4",0.0,,,,,,,2
RA-862,"9,0","8,6","7,5","10,0","5,0",-2,"8,5","9,1","8,14","8,5","9,2",-1.0,,,,,,,2
RA-863,"8,5","3,2","2,5","10,0","1,0",-1,"0,0","7,6","3,14","7,0","5,5",0.0,,,,,,,2
RA-864,"0,0","7,6","8,14","7,0","5,5",0,,,,,,,,,,,,,1
RA-865,"8,5","8,7","7,52","7,3","7,5",0,,,,,,,,,,,,,1
RA-866,"0,0","8,3","8,76","8,2","8,9",0,,,,,,,,,,,,,1
RA-867,"9,0","7,4","7,5","10,0","7,0",-1,"9,0","8,6","8,76","8,7","9,0",0.0,,,,,,,2
RA-868,"8,0","9,8","3,8","8,0","6,0",-1,"10,0","9,5","8,76","7,8","6,3",0.0,,,,,,,2
RA-869,"9,0","10,0","8,76","9,8","9,4",0,,,,,,,,,,,,,1
RA-870,"0,0","8,5","8,76","2,0","1,0",-1,,,,,,,,,,,,,1
RA-871,"8,5","9,3","4,4","6,0","8,5",0,"9,0","9,5","3,76","6,8","7,0",-1.0,,,,,,,2
RA-872,"0,0","6,7","2,52","5,5","3,0",-2,,,,,,,,,,,,,1
RA-873,"8,0","10,0","6,9","7,0","6,5",-2,"8,5","9,7","7,52","7,2","6,8",-2.0,,,,,,,2
RA-874,"9,5","4,7","6,3","6,0","9,5",-1,"0,0","8,2","7,52","6,3","3,3",-1.0,,,,,,,2
RA-875,"9,5","9,5","7,52","7,0","7,5",-1,,,,,,,,,,,,,1
RA-876,"8,5","9,0","7,5","7,5","0,0",0,"10,0","9,4","7,52","7,3","7,7",0.0,,,,,,,2
RA-877,"9,5","9,5","7,52","7,5","6,2",-1,,,,,,,,,,,,,1
RA-878,"9,0","6,1","4,4","6,0","7,5",-1,"0,0","9,5","2,52","8,0","8,2",-2.0,,,,,,,2
RA-879,"9,5","9,1","6,3","8,0","9,0",-1,"0,0","9,8","2,52","8,2","8,2",-1.0,,,,,,,2
RA-880,"9,5","8,4","2,5","7,5","5,5",-1,"0,0","9,4","2,52","6,3","6,2",0.0,,,,,,,2
RA-881,"10,0","8,9","7,52","7,5","7,0",0,,,,,,,,,,,,,1
RA-882,"9,0","8,6","2,52","4,8","4,5",0,,,,,,,,,,,,,1
RA-883,"9,5","9,7","6,89","8,0","8,7",0,,,,,,,,,,,,,1
RA-884,"10,0","8,8","6,3","10,0","7,5",-1,"9,0","9,7","4,39","8,4","9,2",0.0,,,,,,,2
RA-885,"8,5","10,0","7,5","10,0","7,0",-1,"9,0","9,8","7,52","8,5","8,8",0.0,,,,,,,2
RA-886,"9,5","10,0","8,1","9,0","8,5",-1,"8,5","9,4","7,52","7,6","8,5",0.0,,,,,,,2
RA-887,"8,9","8,9","7,52","7,8","9,0",0,,,,,,,,,,,,,1
RA-888,"9,0","10,0","6,9","9,0","8,0",-1,"9,0","10,0","7,52","8,2","9,3",0.0,,,,,,,2
RA-889,"8,5","9,3","6,3","10,0","9,5",-1,"8,5","9,5","6,89","8,7","9,5",0.0,,,,,,,2
RA-890,"0,0","9,1","2,52","8,0","8,6",0,,,,,,,,,,,,,1
RA-891,"10,0","9,0","6,3","10,0","7,5",-1,"9,5","9,5","6,89","6,2","8,8",-1.0,,,,,,,2
RA-892,"8,0","10,0","7,5","10,0","7,5",0,"8,0","9,6","6,89","8,5","8,0",0.0,,,,,,,2
RA-893,"9,0","10,0","7,5","10,0","8,5",0,"9,5","10,0","7,52","9,5","9,0",-1.0,,,,,,,2
RA-894,"10,0","10,0","7,5","9,0","10,0",-1,"9,5","9,9","7,52","9,3","9,5",-1.0,,,,,,,2
RA-895,"9,5","9,5","6,3","10,0","9,0",-1,"9,5","9,5","7,52","6,8","6,7",0.0,,,,,,,2
RA-896,"8,5","9,8","7,5","6,5","6,5",0,"9,5","10,0","6,89","9,0","8,0",0.0,,,,,,,2
RA-897,"7,0","2,8","2,5","5,5","6,5",-1,"0,0","8,1","7,52","7,2","5,7",-1.0,,,,,,,2
RA-898,"6,4","10,0","7,5","9,0","6,0",-1,"9,0","9,8","3,77","9,7","9,0",-1.0,,,,,,,2
RA-899,"10,0","9,1","5,6","8,0","8,5",0,"10,0","9,8","3,77","9,3","9,6",0.0,,,,,,,2
RA-900,"9,0","9,3","8,1","8,0","9,0",0,"9,0","9,8","9,38","8,0","7,5",0.0,,,,,,,2
RA-901,"8,5","8,7","3,77","7,7","7,3",-2,,,,,,,,,,,,,1
RA-902,"10,0","9,3","2,52","4,5","3,3",-3,,,,,,,,,,,,,1
RA-903,"10,0","9,8","7,5","6,0","4,0",0,"10,0","9,6","5,02","7,7","7,8",0.0,,,,,,,2
RA-904,"9,5","8,8","7,5","6,0","6,0",-1,"9,0","9,3","7,52","6,0","6,8",0.0,,,,,,,2
RA-905,"9,0","7,8","7,5","2,0","4,0",-2,"9,5","9,4","7,52","7,5","9,0",-1.0,,,,,,,2
RA-906,"7,5","9,2","7,52","7,7","9,4",0,,,,,,,,,,,,,1
RA-907,"9,0","8,9","7,5","10,0","7,5",-1,"9,5","9,6","7,52","9,2","9,4",0.0,,,,,,,2
RA-908,"8,5","8,1","7,5","3,0","6,5",-1,"9,0","9,0","7,52","6,7","9,0",0.0,,,,,,,2
RA-909,"10,0","8,2","7,5","10,0","6,5",-2,"10,0","9,9","7,52","9,1","9,2",-2.0,,,,,,,2
RA-910,"8,5","8,7","7,5","9,0","6,0",0,"0,0","8,8","7,52","8,8","9,0",0.0,,,,,,,2
RA-911,"8,0","4,8","7,5","5,0","4,0",-2,"9,0","6,7","2,52","3,7","3,0",-2.0,,,,,,,2
RA-912,"9,0","9,5","7,5","7,0","7,5",-2,"7,0","9,4","7,52","6,2","6,3",-1.0,,,,,,,2
RA-913,"8,0","8,5","6,89","9,5","6,3",-2,,,,,,,,,,,,,1
RA-914,"10,0","9,2","7,52","9,0","8,4",0,,,,,,,,,,,,,1
RA-915,"10,0","8,4","7,52","8,1","8,7",0,,,,,,,,,,,,,1
RA-916,"8,5","7,3","2,5","3,5","2,0",-2,"9,5","9,7","2,52","7,7","5,5",-1.0,,,,,,,2
RA-917,"0,0","7,2","2,52","5,3","8,7",0,,,,,,,,,,,,,1
RA-918,"7,9","8,7","2,5","1,0","4,5",-1,"10,0","8,7","2,52","7,1","8,3",0.0,,,,,,,2
RA-919,"7,0","4,7","6,3","6,5","4,0",-2,"0,0","8,4","7,52","5,5","5,0",-1.0,,,,,,,2
RA-920,"9,5","7,7","7,5","9,0","7,5",-1,"9,0","6,3","7,52","6,0","6,2",0.0,,,,,,,2
RA-921,"8,5","8,7","7,5","5,0","7,0",-1,"9,0","9,7","7,52","6,5","6,0",0.0,,,,,,,2
RA-922,"9,0","9,5","7,5","7,5","8,0",0,"8,5","9,7","3,14","8,5","8,2",0.0,,,,,,,2
RA-923,"8,0","8,0","7,5","5,0","6,0",0,"9,5","9,9","7,52","7,5","7,0",0.0,,,,,,,2
RA-924,"7,0","4,6","7,5","7,5","6,5",-1,"9,0","5,6","7,52","5,0","5,0",0.0,,,,,,,2
RA-925,"8,0","7,0","7,5","3,0","6,5",-1,"9,0","8,9","7,52","5,2","5,5",0.0,,,,,,,2
RA-926,"9,0","9,8","7,5","7,0","7,0",-1,"9,0","10,0","3,77","6,5","7,0",-1.0,,,,,,,2
RA-927,"8,0","9,3","7,5","7,0","6,0",0,"9,0","9,7","3,77","7,0","5,8",-1.0,,,,,,,2
RA-928,"8,0","10,0","7,5","8,5","9,0",0,"8,5","10,0","7,52","9,8","9,8",0.0,,,,,,,2
RA-929,"9,0","9,5","7,5","7,0","6,5",-1,"8,5","9,8","7,52","8,7","8,9",0.0,,,,,,,2
RA-930,"8,5","9,7","7,5","8,0","8,0",-1,"9,0","8,8","7,52","8,7","9,3",0.0,,,,,,,2
RA-931,"7,9","8,6","2,5","8,0","9,0",-1,"8,5","8,2","2,52","7,0","8,5",0.0,,,,,,,2
RA-932,"9,5","7,9","7,52","6,5","8,4",0,,,,,,,,,,,,,1
RA-933,"9,0","8,4","7,52","8,0","7,3",0,,,,,,,,,,,,,1
RA-934,"9,5","9,8","7,5","10,0","7,0",-1,"9,0","9,6","7,52","8,3","9,0",0.0,,,,,,,2
RA-935,"9,5","10,0","7,5","10,0","7,0",-1,"0,0","9,8","7,52","9,2","9,5",-1.0,,,,,,,2
RA-936,"9,0","10,0","7,52","5,0","8,0",0,,,,,,,,,,,,,1
RA-937,"10,0","10,0","9,4","8,0","7,0",-1,"9,5","9,6","7,52","9,0","9,3",0.0,,,,,,,2
RA-938,"9,5","9,5","7,5","10,0","5,5",-1,"8,5","8,4","7,52","0,0","8,3",-1.0,,,,,,,2
RA-939,"9,0","8,9","5,6","6,0","4,0",-1,"9,0","10,0","7,52","5,0","5,7",-2.0,,,,,,,2
RA-940,"9,0","8,4","2,52","6,8","5,7",-2,,,,,,,,,,,,,1
RA-941,"8,0","9,3","5,0","10,0","7,5",-1,"8,0","10,0","7,52","5,0","5,0",0.0,,,,,,,2
RA-942,"9,5","8,9","2,52","7,3","6,8",-2,,,,,,,,,,,,,1
RA-943,"10,0","10,0","7,5","7,0","9,0",0,"9,5","9,4","7,52","8,0","8,0",0.0,,,,,,,2
RA-944,"9,0","7,3","7,5","10,0","8,0",-2,"9,0","7,6","7,52","9,2","5,8",-1.0,,,,,,,2
RA-945,"9,0","9,5","2,5","10,0","7,5",-1,"8,5","9,2","7,52","8,0","7,8",0.0,,,,,,,2
RA-946,"9,5","8,8","2,5","3,0","6,0",-1,"9,5","9,4","7,52","9,0","9,5",0.0,,,,,,,2
RA-947,"9,0","7,6","7,5","4,0","5,0",-1,"9,0","7,9","7,52","1,7","4,9",0.0,,,,,,,2
RA-948,"9,0","7,6","7,52","0,0","0,0",0,,,,,,,,,,,,,1
RA-949,"9,0","8,8","7,5","6,0","7,0",-1,"9,5","8,1","7,52","9,1","8,6",0.0,,,,,,,2
RA-950,"9,5","9,0","7,5","7,5","6,5",-1,"9,0","10,0","7,52","9,5","9,0",0.0,,,,,,,2
RA-951,"10,0","9,0","2,5","5,0","3,0",-1,"9,5","9,7","7,52","8,5","8,3",0.0,,,,,,,2
RA-952,"9,5","9,5","6,3","8,0","9,0",0,"9,5","9,2","3,77","8,8","9,2",0.0,,,,,,,2
RA-953,"9,0","6,9","6,3","8,0","9,0",0,"7,4","8,8","3,14","8,5","8,0",0.0,,,,,,,2
RA-954,"9,5","8,9","6,3","6,5","9,0",0,"0,0","8,3","3,14","7,8","7,5",0.0,,,,,,,2
RA-955,"0,0","6,9","7,5","6,5","5,0",-1,"9,0","8,8","3,14","8,0","7,5",-2.0,,,,,,,2
RA-956,"9,5","6,0","6,9","6,5","0,0",-1,"8,0","7,5","7,52","7,8","7,8",-2.0,,,,,,,2
RA-957,"10,0","9,3","7,52","9,0","9,2",0,,,,,,,,,,,,,1
RA-958,"10,0","10,0","6,3","10,0","10,0",0,"10,0","9,8","7,52","9,3","9,3",0.0,,,,,,,2
RA-959,"10,0","9,7","7,5","10,0","9,0",-1,"10,0","9,6","7,52","7,7","7,7",0.0,,,,,,,2
RA-960,"0,0","8,1","7,5","6,0","0,0",-1,"8,5","10,0","7,52","6,5","6,0",-2.0,,,,,,,2
RA-961,"9,0","8,9","6,3","6,0","5,0",-1,"0,0","8,7","2,52","6,2","6,2",-1.0,,,,,,,2
RA-962,"9,0","9,2","7,52","9,5","7,8",-1,,,,,,,,,,,,,1
RA-963,"7,5","9,8","7,5","5,0","10,0",0,"9,5","9,8","7,52","8,3","8,7",-1.0,,,,,,,2
RA-964,"9,5","8,3","7,5","7,5","7,0",-1,"8,5","9,4","7,52","7,3","7,0",-1.0,,,,,,,2
RA-965,"9,0","6,5","7,5","2,0","2,5",-2,"8,5","8,2","6,27","5,3","4,0",-1.0,,,,,,,2
RA-966,"9,5","8,6","7,5","9,5","8,5",-2,"10,0","10,0","7,52","5,0","5,0",-1.0,,,,,,,2
RA-967,"9,5","3,6","7,5","3,5","6,0",-1,"9,5","8,0","7,52","6,5","6,5",-2.0,,,,,,,2
RA-968,"9,0","8,8","7,5","8,5","7,0",-1,"9,0","9,7","7,52","8,0","8,5",-1.0,,,,,,,2
RA-969,"9,0","7,9","7,5","9,0","5,5",-1,"8,5","9,7","7,52","6,0","5,0",0.0,,,,,,,2
RA-970,"8,5","8,1","7,52","9,2","9,5",0,,,,,,,,,,,,,1
RA-971,"7,4","7,9","7,5","8,5","5,0",-1,"7,8","6,4","3,77","5,5","8,3",0.0,,,,,,,2
RA-972,"9,5","8,4","7,5","8,0","5,5",-1,"9,0","9,1","3,77","6,2","5,7",0.0,,,,,,,2
RA-973,"10,0","9,3","7,5","6,5","1,0",-2,"0,0","8,6","3,77","6,2","4,1",-1.0,,,,,,,2
RA-974,"9,5","9,3","7,5","6,0","7,0",-1,"9,0","9,1","3,77","8,8","8,8",0.0,,,,,,,2
RA-975,"8,5","7,7","5,0","8,0","8,0",-1,"7,9","9,2","7,52","7,2","5,8",0.0,,,,,,,2
RA-976,"9,5","9,2","6,27","9,0","8,2",0,,,,,,,,,,,,,1
RA-977,"10,0","7,3","6,3","5,0","9,0",-1,"8,5","7,4","5,02","5,7","5,9",0.0,,,,,,,2
RA-978,"9,5","9,5","6,3","6,0","7,0",-1,"9,0","9,8","3,77","8,7","8,5",0.0,,,,,,,2
RA-979,"9,5","9,5","7,5","9,5","7,0",-1,"9,5","9,6","6,27","6,0","6,0",0.0,,,,,,,2
RA-980,"9,0","9,1","7,5","6,5","6,0",0,"0,0","9,8","5,02","6,5","6,0",0.0,,,,,,,2
RA-981,"9,0","7,0","6,3","6,0","6,0",-1,"9,5","9,1","2,52","5,7","5,8",0.0,,,,,,,2
RA-982,"10,0","8,4","7,5","6,5","10,0",0,"0,0","9,1","2,52","8,7","8,5",0.0,,,,,,,2
RA-983,"8,5","9,9","2,52","8,8","8,8",0,,,,,,,,,,,,,1
RA-984,"9,5","9,8","7,5","7,5","6,5",0,"8,0","9,8","7,52","8,3","8,2",0.0,,,,,,,2
RA-985,"8,5","10,0","6,3","8,0","7,0",0,"9,0","9,3","2,52","7,3","6,2",0.0,,,,,,,2
RA-986,"10,0","9,3","6,3","7,5","9,5",0,"9,5","9,1","2,52","8,3","8,3",0.0,,,,,,,2
RA-987,"9,0","9,1","7,5","8,0","7,0",0,"0,0","9,8","6,27","7,5","7,0",0.0,,,,,,,2
RA-988,"9,5","10,0","7,5","6,5","9,0",-1,"7,9","8,1","7,52","8,5","8,5",-1.0,,,,,,,2
RA-989,"9,5","7,9","6,3","6,0","6,0",0,"9,5","8,1","2,52","8,7","7,8",-1.0,,,,,,,2
RA-990,"9,5","7,5","7,5","9,5","6,5",-1,"0,0","8,5","7,52","8,3","7,2",-1.0,,,,,,,2
RA-991,"9,0","8,2","6,3","7,0","6,0",-1,"10,0","9,1","3,14","8,0","7,3",-1.0,,,,,,,2
RA-992,"9,5","8,2","3,14","8,2","7,8",-2,,,,,,,,,,,,,1
RA-993,"9,5","9,8","3,77","8,5","8,7",0,,,,,,,,,,,,,1
RA-994,"9,0","9,5","6,9","10,0","6,5",-1,"9,5","9,4","3,77","6,2","5,7",0.0,,,,,,,2
RA-995,"10,0","5,4","5,6","0,0","4,0",-2,"9,5","7,9","3,77","5,3","4,8",-2.0,,,,,,,2
RA-996,"10,0","9,2","3,77","8,7","8,5",-1,,,,,,,,,,,,,1
RA-997,"7,5","8,7","3,77","7,2","7,0",0,,,,,,,,,,,,,1
RA-998,"9,5","9,3","3,77","8,0","7,7",-2,,,,,,,,,,,,,1
RA-999,"9,0","9,4","3,77","8,3","8,3",-1,,,,,,,,,,,,,1
RA-1000,"9,0","9,5","6,3","7,5","8,0",0,"8,5","9,4","3,77","7,0","7,0",0.0,,,,,,,2
RA-1001,"7,5","9,3","7,5","6,5","9,0",-1,"9,0","9,1","7,52","8,3","7,3",-1.0,,,,,,,2
RA-1002,"9,0","7,8","7,5","10,0","8,5",-1,"9,0","9,7","7,52","7,0","7,0",-1.0,,,,,,,2
RA-1003,"8,0","8,7","7,5","10,0","6,5",-1,"9,0","8,5","7,52","8,0","0,0",0.0,,,,,,,2
RA-1004,"9,5","9,3","7,5","7,5","7,5",-1,"9,0","9,6","7,52","6,5","9,2",0.0,,,,,,,2
RA-1005,"9,5","7,9","7,52","8,4","9,2",0,,,,,,,,,,,,,1
RA-1006,"8,5","8,4","7,5","5,0","5,0",-1,"9,0","9,3","7,52","8,7","8,6",0.0,,,,,,,2
RA-1007,"9,0","7,4","7,52","8,1","8,5",0,,,,,,,,,,,,,1
RA-1008,"7,0","6,5","7,5","6,5","7,5",-1,"9,0","8,6","7,52","7,5","9,2",0.0,,,,,,,2
RA-1009,"8,0","6,9","2,5","10,0","5,0",-1,"0,0","9,0","3,77","8,3","9,2",0.0,,,,,,,2
RA-1010,"9,5","10,0","3,77","9,0","9,8",0,,,,,,,,,,,,,1
RA-1011,"9,5","8,6","3,77","5,5","4,8",0,,,,,,,,,,,,,1
RA-1012,"9,5","9,5","2,5","10,0","9,5",-1,"10,0","9,9","3,77","7,0","6,2",0.0,,,,,,,2
RA-1013,"9,0","5,7","2,5","8,0","7,5",-1,"9,0","9,6","4,39","7,0","9,5",0.0,,,,,,,2
RA-1014,"8,5","7,9","2,5","6,5","4,0",-1,"9,0","9,7","3,77","7,7","8,7",0.0,,,,,,,2
RA-1015,"7,9","7,8","7,5","2,0","6,0",0,"10,0","9,3","6,27","5,0","7,6",-1.0,,,,,,,2
RA-1016,"10,0","9,5","7,52","5,8","7,5",-1,,,,,,,,,,,,,1
RA-1017,"9,5","7,8","6,3","2,5","7,5",0,"0,0","8,0","5,02","7,0","8,3",-1.0,,,,,,,2
RA-1018,"8,5","7,7","6,3","8,5","8,0",-1,"0,0","8,5","5,02","5,8","6,8",0.0,,,,,,,2
RA-1019,"9,5","9,3","6,3","9,5","8,0",0,"7,5","9,1","5,02","0,5","8,0",1.0,,,,,,,2
RA-1020,"9,0","9,8","6,9","10,0","8,0",0,"10,0","9,1","2,52","4,3","7,8",0.0,,,,,,,2
RA-1021,"9,5","9,3","7,5","9,0","7,0",-1,"8,0","9,2","3,77","2,5","4,0",0.0,,,,,,,2
RA-1022,"9,5","9,3","6,3","5,5","7,5",-1,"8,5","8,5","3,77","4,7","4,7",0.0,,,,,,,2
RA-1023,"9,5","9,5","9,4","9,0","10,0",0,"10,0","10,0","6,27","8,5","9,7",0.0,,,,,,,2
RA-1024,"8,0","10,0","7,5","10,0","10,0",-1,"0,0","10,0","6,27","10,0","9,5",-1.0,,,,,,,2
RA-1025,"9,0","7,7","7,5","10,0","8,0",-1,"8,5","8,9","7,52","7,5","7,5",0.0,,,,,,,2
RA-1026,"8,5","9,8","7,52","2,3","4,0",-3,,,,,,,,,,,,,1
RA-1027,"9,5","10,0","7,5","6,0","4,5",0,"9,5","9,7","7,52","4,2","7,7",-1.0,,,,,,,2
RA-1028,"8,0","7,1","5,6","6,0","9,0",-2,"0,0","9,2","7,52","5,0","5,0",-1.0,,,,,,,2
RA-1029,"9,0","8,8","6,9","8,0","9,5",-1,"10,0","6,3","3,77","3,5","7,2",0.0,,,,,,,2
RA-1030,"7,4","8,3","4,4","10,0","6,0",0,"8,5","9,7","3,77","6,2","7,5",-1.0,,,,,,,2
RA-1031,"9,5","8,6","7,5","5,5","7,0",-1,"8,0","8,8","7,52","4,8","7,0",-1.0,,,,,,,2
RA-1032,"8,5","9,8","7,5","9,0","7,0",-1,"8,5","9,5","7,52","5,7","6,2",-1.0,,,,,,,2
RA-1033,"9,0","8,9","7,52","7,0","8,8",-1,,,,,,,,,,,,,1
RA-1034,"7,5","8,1","7,5","7,5","7,5",0,"7,5","9,0","7,52","7,8","8,7",-1.0,,,,,,,2
RA-1035,"9,5","9,0","7,5","6,5","7,5",-1,"0,0","8,3","7,52","4,0","7,5",0.0,,,,,,,2
RA-1036,"10,0","9,1","7,5","7,0","7,0",0,"0,0","9,6","3,77","9,0","7,0",-1.0,,,,,,,2
RA-1037,"9,0","8,4","7,52","5,0","8,3",-1,,,,,,,,,,,,,1
RA-1038,"8,0","7,5","7,5","10,0","7,0",0,"8,0","9,3","7,52","7,5","5,5",-1.0,,,,,,,2
RA-1039,"8,0","9,7","7,5","8,0","6,5",-1,"8,0","9,9","7,52","6,0","6,3",-2.0,,,,,,,2
RA-1040,"9,5","8,5","7,5","8,0","8,5",-1,"10,0","9,3","7,52","5,8","7,3",-1.0,,,,,,,2
RA-1041,"10,0","7,2","7,52","1,8","4,7",-1,,,,,,,,,,,,,1
RA-1042,"0,0","6,5","3,77","4,0","4,5",-1,,,,,,,,,,,,,1
RA-1043,"10,0","8,0","7,5","8,5","8,0",-1,"10,0","7,9","6,27","2,0","3,0",-1.0,,,,,,,2
RA-1044,"7,5","9,5","7,5","7,0","7,0",0,"8,0","9,7","7,52","4,5","7,7",-1.0,,,,,,,2
RA-1045,"9,5","9,4","7,52","6,8","9,0",-1,,,,,,,,,,,,,1
RA-1046,"0,0","8,5","3,77","6,3","6,3",0,,,,,,,,,,,,,1
RA-1047,"10,0","8,5","3,77","5,8","8,0",0,,,,,,,,,,,,,1
RA-1048,"8,5","6,8","6,3","6,5","6,0",1,"8,5","9,5","3,77","7,5","8,8",-1.0,,,,,,,2
RA-1049,"9,5","8,0","7,5","4,0","5,0",-1,"10,0","7,7","7,52","5,5","7,0",-1.0,,,,,,,2
RA-1050,"9,0","9,2","6,27","6,2","8,2",-1,,,,,,,,,,,,,1
RA-1051,"8,5","8,9","6,27","7,0","9,8",0,,,,,,,,,,,,,1
RA-1052,"5,8","9,1","6,3","8,5","8,0",-1,"0,0","9,0","7,52","5,0","5,5",0.0,,,,,,,2
RA-1053,"0,0","9,1","6,27","7,8","9,3",0,,,,,,,,,,,,,1
RA-1054,"9,5","7,3","7,5","6,0","6,5",-1,"8,5","8,6","7,52","5,0","8,2",-2.0,,,,,,,2
RA-1055,"10,0","5,8","7,5","4,0","7,0",-2,"0,0","7,2","7,52","6,0","5,0",-1.0,,,,,,,2
RA-1056,"8,5","9,3","7,5","8,5","8,0",-1,"8,5","9,6","7,52","7,8","8,3",0.0,,,,,,,2
RA-1057,"10,0","10,0","6,3","8,0","8,0",-1,"10,0","10,0","7,52","6,5","6,0",0.0,,,,,,,2
RA-1058,"9,2","8,1","6,9","7,5","8,0",-1,"10,0","8,7","3,14","4,0","6,7",0.0,,,,,,,2
RA-1059,"8,0","10,0","6,3","7,5","7,5",0,"10,0","9,8","2,52","6,2","9,0",-1.0,,,,,,,2
RA-1060,"9,6","6,0","6,3","3,5","3,0",0,"9,0","8,6","3,14","4,3","7,0",-1.0,,,,,,,2
RA-1061,"8,5","10,0","6,3","7,0","10,0",0,"9,5","9,7","3,14","8,8","9,7",-1.0,,,,,,,2
RA-1062,"8,0","9,0","5,6","6,5","8,0",-1,"7,4","7,7","3,77","4,8","7,5",0.0,,,,,,,2
RA-1063,"5,3","9,8","7,5","9,0","6,5",-1,"9,5","9,5","7,52","4,7","7,0",-1.0,,,,,,,2
RA-1064,"9,5","9,7","7,5","8,0","9,0",0,"8,5","9,8","7,52","8,3","8,8",-1.0,,,,,,,2
RA-1065,"9,5","8,8","6,3","9,0","9,5",0,"8,5","9,6","7,52","7,7","6,3",-1.0,,,,,,,2
RA-1066,"9,5","8,4","6,3","7,0","7,5",0,"8,5","6,6","7,52","4,2","8,2",-1.0,,,,,,,2
RA-1067,"10,0","8,3","7,5","6,5","7,0",-1,"0,0","7,9","7,52","4,5","6,3",-1.0,,,,,,,2
RA-1068,"9,5","9,1","7,5","9,0","10,0",0,"8,5","9,3","6,89","8,3","9,7",-1.0,,,,,,,2
RA-1069,"9,0","7,1","7,5","7,0","5,5",0,"9,0","7,8","7,52","7,5","6,7",-1.0,,,,,,,2
RA-1070,"9,0","9,3","5,6","4,5","0,0",-1,"9,0","7,8","3,14","5,3","6,3",-1.0,,,,,,,2
RA-1071,"8,0","4,2","7,5","4,0","5,0",-1,"9,0","8,6","7,52","1,7","5,3",-1.0,,,,,,,2
RA-1072,"8,8","5,6","8,8","8,0","7,0",0,"9,0","8,6",5,"5,2","8,2",0.0,,,,,,,2
RA-1073,"9,2","6,4","7,5","6,5","5,0",0,"0,0","8,8","2,52","4,8","7,5",-1.0,,,,,,,2
RA-1074,"0,0","9,8","2,52","8,0","4,0",-1,,,,,,,,,,,,,1
RA-1075,"7,5","8,5","3,8","5,0","7,0",-1,"0,0","9,6",5,"5,0","6,0",-1.0,,,,,,,2
RA-1076,"8,3","7,8","8,1","5,5","6,5",0,"9,0","9,7","2,52","9,0","8,0",-1.0,,,,,,,2
RA-1077,"0,0","7,7","6,9","0,0","6,0",0,"0,0","9,7","2,52","6,8","7,8",0.0,,,,,,,2
RA-1078,"5,3","6,8","2,52","4,3","8,5",-2,,,,,,,,,,,,,1
RA-1079,"7,5","4,5","2,5","5,0","7,5",0,"9,0","8,1","2,52","7,3","7,8",-1.0,,,,,,,2
RA-1080,"7,9","10,0",5,"0,0","3,0",-1,,,,,,,,,,,,,1
RA-1081,"6,7","9,5","5,0","9,5","8,0",0,"10,0","10,0","2,52","8,0","5,0",-2.0,,,,,,,2
RA-1082,"7,5","7,6","10,0","2,0","5,5",-1,"9,5","9,5","2,52","3,5","6,5",-1.0,,,,,,,2
